tweet_id,text,location_mentions
ID_1111060884678418432,"Farmers in Manchester, Iowa, are collecting cleaning supplies, fencing, bales of hay, and monetary donations to drive west for flooded Nebraska farmers.","[{'text': 'Manchester', 'type': 'City/town', 'start_offset': 11, 'end_offset': 21}, {'text': 'Iowa', 'type': 'State', 'start_offset': 23, 'end_offset': 27}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 135, 'end_offset': 143}]"
ID_1113153597410299904,Does our unelected president ever check figures? 1.5 billion plus a case of paper towels for Donnie to throw. The 91 billion was the estimate of total damage. @realDonaldTrump perhaps you should check your numbers before you tweet.,[]
ID_1110885305953996800,"*** 20% of sales to flood victims*** Our friends @JoinTAGG have made helping flood victims easy for us! - through the end of March, TAGG your receipt and choose Nebraska Flood Relief and we will donate 20% of your purchase to flood victims!","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 161, 'end_offset': 169}]"
ID_1111324090244255746,"In a show of solidarity with farmers across the country, a Rouseville couple is preparing a semi-truck and four one-ton pickup trucks and trailers full of supplies to haul to Nebraska for farmers who have been affected by flooding.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 175, 'end_offset': 183}]"
ID_1110986652300820480,"On Friday 3/22, Nebraska Governor, Pete Ricketts, announced the #NebraskaStrong initiative to help Nebraskans recover from severe flooding. We were honored to offer our WorkGroup Recovery Space for a statewide telethon that has raised almost $500K.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 16, 'end_offset': 24}]"
ID_1110988990688063488,Please show your support to our relatives in the Ponca Nation of Nebraska who have experienced major flooding. Donate directly to the nation and not a white savior operated non-profit. #PoncaFlood2019 @PoncaTribeofNE,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 65, 'end_offset': 73}]"
ID_1111691004292288512,"For people saddened by the devastation in the midwest, here is the best list Ive seen of relief efforts, many focused on the tribes that faced particular hardship",[]
ID_1111348240463659014,The @enCloud9 team takes some time off to help out at one of the donations centers in Bellevue for Nebraska Flood Victims #NebraskaStrong #MSDYN365 #NebraskaFlood,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 99, 'end_offset': 107}]"
ID_1111801327523229698,"If you’d like to help a little boy who lost his Hot Wheels collection in the Nebraska floods, please contact me. We are working to build his collection back up. Thank you. Ὁ9ὤFἿD","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 77, 'end_offset': 85}]"
ID_1110538771940995076,Visited the relief shelter at Elkhorn Middle School today to let the Nebraska flood victims know @POTUS and I are WITH them & to thank the incredible military personnel & @RedCross volunteers helping those impacted. THANK YOU!,"[{'text': 'Elkhorn Middle School', 'type': 'Human-made Point-of-Interest', 'start_offset': 30, 'end_offset': 51}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 69, 'end_offset': 77}]"
ID_1111718758819586048,"This week, we dispatched four full-time @waEMD employees and six reservists to help with Recovery efforts in Nebraska. Most will stay there for the next month to assist the state with whatever they need. @NEMAtweets #NebraskaStrong #NebraskaFlood","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 109, 'end_offset': 117}]"
ID_1112698051527880704,Disaster Unemployment Assistance is now available to workers and self-employed residents of 9 #Nebraska counties and 5 #Iowa counties affected by the major #MidwestFlooding disaster. Find out who may qualify and how to apply for DUA benefits:,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 95, 'end_offset': 103}]"
ID_1111325902472925184,"Free dental care will be available to adults & children at Brownell Talbot, provided by Nebraska Mission of Mercy. Its first come, first served starting at 5:30 am for adults, 7:30 am for children.” -FYI for those of you who don’t have insurance and/or can’t afford dental care!","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 88, 'end_offset': 96}]"
ID_1111730453147455488,So starting today until April 7th all donations recived during stream will be going towards flood victims in nebraska! @J4LOrg @DemonicsOrg @FreSh_KiD__JaY @PastorSouZy,"[{'text': 'nebraska', 'type': 'State', 'start_offset': 109, 'end_offset': 117}]"
ID_1113267376789884929,A Kansas woman donated 204 pairs of shoes to Nebraska flood victims after buying everything that was left at a closing Payless store.,"[{'text': 'Kansas', 'type': 'State', 'start_offset': 2, 'end_offset': 8}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 45, 'end_offset': 53}, {'text': 'Payless store', 'type': 'Human-made Point-of-Interest', 'start_offset': 119, 'end_offset': 132}]"
ID_1113313243534123008,RT @FOX59: A woman bought all 204 pairs of shoes left at a Payless ShoeSource liquidation sale to help Nebraska flood victims.,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 103, 'end_offset': 111}]"
ID_1112697386806185984,Student Council has organized a Food Drive for the Nebraska City Food Pantry! Students can bring donations to school April 1-9. #GoKnights,"[{'text': 'Nebraska City', 'type': 'City/town', 'start_offset': 51, 'end_offset': 64}]"
ID_1112495968321179651,I spent some time in Verdigre today. Thanks to our friends in PA for this load of hay. Also met a convoy of trucks in Norfolk NE hauling hay and fencing supplies headed north. Thanks for what everyone is doing to help Nebraska.,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 218, 'end_offset': 226}]"
ID_1111721959648309248,Farm Rescue delivers first load of hay in Nebraska this week,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 42, 'end_offset': 50}]"
ID_1111704024913371137,IRP and IFTA requirements have been temporarily waived for commercial motor vehicle operators traveling in and through Iowa to provide disaster relief in #Iowa and #Nebraska. Truckers stay safe out there and thank you for all your hard work.,"[{'text': 'Iowa', 'type': 'State', 'start_offset': 119, 'end_offset': 123}, {'text': 'Iowa', 'type': 'State', 'start_offset': 155, 'end_offset': 159}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 165, 'end_offset': 173}]"
ID_1111379532781514752,"Flooding in Nebraska has been devastating for many communities. For those who need food, or have lost food due to the flooding, the Supplemental Nutrition Assistance Program may be able to help in keeping with special disaster-related rules.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 12, 'end_offset': 20}]"
ID_1110943105455255552,"Not all contractors may be legit, Nebraska Attorney General warns in wake of floods. Heres how to protect yourself against scams:","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 34, 'end_offset': 42}]"
ID_1112712468424519680,Volunteers from around the Midwest and within Hamburg help the southwest Iowa town recover from devastating flooding.,"[{'text': 'Hamburg', 'type': 'City/town', 'start_offset': 46, 'end_offset': 53}, {'text': 'Iowa', 'type': 'State', 'start_offset': 73, 'end_offset': 77}]"
ID_1113229982426378242,"Blessed by a local pastor, a convoy of 22 pickup trucks loaded with supplies for flooded Nebraska farmers set out from Ohio.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 89, 'end_offset': 97}, {'text': 'Ohio', 'type': 'State', 'start_offset': 119, 'end_offset': 123}]"
ID_1112184834523316224,Midwest flooding threatens water safety in 1 million wells @CNN,[]
ID_1112718619761217538,"Breweries across Nebraska unite to brew up a new ale, and officials say they will be donating proceeds to the disaster relief, in support of Nebraska floods.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 17, 'end_offset': 25}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 141, 'end_offset': 149}]"
ID_1110879387409399809,The University of Nebraska State Museum and History Nebraska are teaming up with the Smithsonian Cultural Rescue Initiative to host workshops on how to preserve damaged personal heirlooms after natural disasters on March 29 and 31. Learn more ››  #UNL,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 18, 'end_offset': 26}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 52, 'end_offset': 60}]"
ID_1110495167725883399,"@NENationalGuard used a CH-47 Chinook helicopter with Co. B, 2-135th General Support Aviation Battalion, to secure multiple bales of hay, March 20, 2019 and airdrop them to cattle isolated by historic flooding across the state. (Nebraska National Guard video by Spc.Crawford)","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 229, 'end_offset': 237}]"
ID_1110858562811711488,"@Niello_ @CNN @barbarastarrcnn He declared an emergency ᾓ7ἿE‍♀️ Mind you, there is practically a hole on the US map where Nebraska used to be.","[{'text': 'US', 'type': 'Country', 'start_offset': 109, 'end_offset': 111}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 122, 'end_offset': 130}]"
ID_1111348993844371456,Florida Realtors DRF giving $25K to Nebraska flood victims,"[{'text': 'Florida', 'type': 'State', 'start_offset': 0, 'end_offset': 7}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 36, 'end_offset': 44}]"
ID_1110272254078799873,"It’s hard to sum up the damage from the floods in Nebraska and Iowa. But after driving 944 miles across the two states this week, I’ll give it a try. To start, here’s a look at how agriculture, which drives the Plains economy, was devastated:","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 50, 'end_offset': 58}]"
ID_1112915332757422081,"@LukeBryanOnline , Livestock in Nebraska getting Hay From Heavenflood relief..","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 32, 'end_offset': 40}]"
ID_1110952118943309824,This week in parish news: Volunteers provide free tax return assistance to people in the Diocese of Albany; Atlanta parishes raise awareness of dangers of pornography; flooding traps Nebraska parishioners.,"[{'text': 'Albany', 'type': 'City/town', 'start_offset': 100, 'end_offset': 106}, {'text': 'Atlanta', 'type': 'State', 'start_offset': 108, 'end_offset': 115}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 183, 'end_offset': 191}]"
ID_1111732244136091648,"NDOT announces that more road repairs are underway in central Nebraska, and reminds drivers to use the marked detours, as most roads will remain closed until work is complete.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 62, 'end_offset': 70}]"
ID_1110436302917378048,">Two-thirds of Nebraska counties are in an emergency >14 bridges damaged or destroyed >Estimated $1 billion loss in livestock & crops >200 miles of roads that will need repairs The extent of #NebraskaFlooding, so far.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 15, 'end_offset': 23}]"
ID_1110919873482371073,"Credit Union Foundation of the Dakotas just made a $2,500 donation to #CUAid to help the victims of flooding in Nebraska. #CUDifference @NCUFoundation #PeopleHelpingPeople","[{'text': 'Dakotas', 'type': 'State', 'start_offset': 31, 'end_offset': 38}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 112, 'end_offset': 120}]"
ID_1110635539579981825,"Volunteers from the @RedCross like Tony, Joyce and Bill are busy feeding communities impacted by flooding across Nebraska and SW Iowa. As flood waters recede, Red Cross disaster workers are serving meals and distributing relief items, emergency supplies and cleanup materials.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 113, 'end_offset': 121}, {'text': 'Iowa', 'type': 'State', 'start_offset': 129, 'end_offset': 133}]"
ID_1113054976656326658,RT @Swan_Enterprise: Flood relief headed from Fulton County to Nebraska,"[{'text': 'Fulton County', 'type': 'County', 'start_offset': 46, 'end_offset': 59}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 63, 'end_offset': 71}]"
ID_1111766934834593792,"☑️6 flying hours. ☑️13 cargo operations. ☑️114,000 lbs of cargo. The @mnnationalguard reports back from its #EMAC mission to fight #Nebraska #Floods. Read about their first day on the job:","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 132, 'end_offset': 140}]"
ID_1111685722472411136,Farmers and families in #Nebraska need help. Learn how you can impact their lives in Jesus Name.,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 25, 'end_offset': 33}]"
ID_1110339775620435970,Our friends in Nebraska are in need! Please consider giving to the Realtor Relief Fund.,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 15, 'end_offset': 23}]"
ID_1112323783195537409,"Jamie’s elderly parents had to be evacuated from their home in #Nebraska when the recent #floods hit. But four feet of water flooded their basement, destroying treasured possessions. OB volunteers helped Jamie sort through the aftermath. #PhotoPrayer ","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 64, 'end_offset': 72}]"
ID_1110970454250905600,@eacrunden Ive heard the same reaction when Ive done fundraising for the Nebraska flood victims.,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 73, 'end_offset': 81}]"
ID_1110704182728802310,"Thank you @JackLinks for your generous donation to the flood victims in Boyd County, Nebraska! The firemen especially appreciated your donation! #jacklinks #jacklinksjerky #teriyakiyum #damflood #nebraskastrong #nebraskaflood #boydcountystrong","[{'text': 'Boyd County', 'type': 'County', 'start_offset': 72, 'end_offset': 83}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 85, 'end_offset': 93}]"
ID_1110498259515199488,"Justin Timberlake is doing his part to help the Nebraska flooding victims. During his concert in Omaha on Saturday, Justin told the crowd that a portion of the proceeds from the show would be donated to flood relief.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 48, 'end_offset': 56}]"
ID_1111991409458987008,"Officials say the Air Force needs $4.9 billion in extra funding to rebuild and repair Offutt Air Base in Nebraska and Tyndall Air Force Base in Florida over the next three years. Tyndall sustained hurricane damage last fall. 45--This is a NATIONAL EMERGENCY. Fund this, PLEASE!","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 105, 'end_offset': 113}, {'text': 'Florida', 'type': 'State', 'start_offset': 144, 'end_offset': 151}]"
ID_1112741774576021505,"Last day to contribute to Nebraska flood relief with a subscription to @TheAthletic. Approximately $3,200 has been raised for the Red Cross. Get 30% off — with 50% of proceeds to benefit flood relief. And get full access to the network of college and pro sports coverage.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 26, 'end_offset': 34}]"
ID_1111332437496340480,Two Delaware County Farmers Collecting Donations for Nebraska Flood Victims – Mix 94.7 KMCH,"[{'text': 'Delaware', 'type': 'State', 'start_offset': 4, 'end_offset': 12}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 53, 'end_offset': 61}]"
ID_1112753409877135361,FRHS has been caring for the #Norfolk community for over 85 years. Join our team as a Benefits Administrator to help us keep the residents of Nebraska healthy!  #Benefits,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 142, 'end_offset': 150}]"
ID_1110542797071925249,"Those (ice) chunks exploded across the land, scraping away houses, buildings, trees, livestock, topsoil and, in some cases, livelihoods.",[]
ID_1112973862898188288,@SandraK93322487 I am trying to find the link to donate to her care???? Where is she now? I would pay to have her transported to me if necessary. She may love life on the great plains! I think I know of a perfect home for herwith my friend in Nebraska!,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 243, 'end_offset': 251}]"
ID_1112551407406800897,Falling Star Farm is helping farmers in Nebraska who are dealing with severe flooding.,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 40, 'end_offset': 48}]"
ID_1111661619925446661,Buy Art. Help Nebraska. 50% off framed art. 10% of your purchase will go to flooding recovery in Fremont. Even just a little helps! #nebraskstrong Details:,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 14, 'end_offset': 22}]"
ID_1112822806167793664,RT @AWAKEALERT: Nebraska braces for more rain amid severe flooding #NebraskaStrong #NebraskaFlood,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 16, 'end_offset': 24}]"
ID_1111386248860454912,Local food trucks are raising money for flood victims #Nebraska,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 55, 'end_offset': 63}]"
ID_1112857226509783040,People stepped up in a BIG way to help farmers and others impacted by #flooding in Nebraska. Prairie du Sac farmer Joe Keller organized this very successful donation drive! #WKOW,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 83, 'end_offset': 91}]"
ID_1110662755852435462,".@SBDRnet assessment: 2,000-plus flood-affected homes in Nebraska & Kansas; mud-out begins in Iowa & Missouri.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 57, 'end_offset': 65}, {'text': 'Kansas', 'type': 'State', 'start_offset': 68, 'end_offset': 74}, {'text': 'Iowa', 'type': 'State', 'start_offset': 94, 'end_offset': 98}, {'text': 'Missouri', 'type': 'State', 'start_offset': 101, 'end_offset': 109}]"
ID_1110541132411355136,A major Air Force base was damaged in the Nebraska flood  via @voxdotcom @edspain tried to warn FEMA. #GIS doesn’t lie.,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 42, 'end_offset': 50}]"
ID_1111163068652752897,Historic floods that killed 4 and displaced hundreds force 75 Nebraska cities to issue emergency declarations @CNN  #indianalawyer,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 62, 'end_offset': 70}]"
ID_1110526897409142785,"With the help of local mission partners and the Nebraska National Guard, Team Offutt is quickly bouncing back from historic flooding. The expert Airmen at Offutt Air Force Base got ahead of the rising water","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 48, 'end_offset': 56}]"
ID_1110908097923612677,"The DOL has provided some FAQs for victims of disasters in Alabama, Iowa, and Nebraska.","[{'text': 'Alabama', 'type': 'State', 'start_offset': 59, 'end_offset': 66}, {'text': 'Iowa', 'type': 'State', 'start_offset': 68, 'end_offset': 72}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 78, 'end_offset': 86}]"
ID_1110286149086560259,"Inspired by our original t-shirt project, our limited edition #NebraskaStrong t-shirt is one way to show support for the more than 70 public school communities impacted by the Nebraska floods. –  #ilovepublicschools","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 176, 'end_offset': 184}]"
ID_1112802384659480579,"Westmoor continues to collect items for those affected by flooding in eastern Nebraska. This load of supplies was generously donated by Platte Valley Dental Group! Amazing people= Dr. Luehrs, Dr. Foote, and staff! #flossdaily #community","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 78, 'end_offset': 86}]"
ID_1111970357806804999,Two of our FFA officers were featured on the news tonight for Farm Bureau Youth and PH FFA donations to Nebraska Flood Relief donations. Way to go Josh and Sarah! @ Patrick Henry FFA,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 104, 'end_offset': 112}]"
ID_1113254279224078336,"Lutheran Disaster Response is responding to this emergency through congregations, synods and our affiliates across Nebraska, Iowa, Wisconsin and Missouri. Gifts to U.S. flooding will be","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 115, 'end_offset': 123}, {'text': 'Iowa', 'type': 'State', 'start_offset': 125, 'end_offset': 129}, {'text': 'Wisconsin', 'type': 'State', 'start_offset': 131, 'end_offset': 140}, {'text': 'Missouri', 'type': 'State', 'start_offset': 145, 'end_offset': 153}, {'text': 'U.S.', 'type': 'Country', 'start_offset': 164, 'end_offset': 168}]"
ID_1112097460854366208,"Nebraska Mission of Mercy is doing incredible work providing free dental care to folks in need. This event brings out hundreds of volunteers, who help over 1000 patients. Thank you to the volunteers (Houston Alexander is a pretty good DJ!) and to Brownell Talbot for hosting!","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 0, 'end_offset': 8}]"
ID_1112791970634661888,"Nebraska Family Helpline 1-888-866-8660 is available 24/7. Trained helpline operators screen, assess immediate safety needs & connect you to emergency resources or providers. Helpline is supervised by licensed mental health professionals.","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 0, 'end_offset': 8}]"
ID_1112405713165279234,RT @SamaritansPurse: #Volunteers bring hope to families impacted by the floods in Nebraska.,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 82, 'end_offset': 90}]"
ID_1111332481368764420,"@AllynPaul @AOC Currently, thousands of people are homeless and several have died due to flooding in Nebraska alone. This is the worst/most uneducated comment I’ve ever seen you make. Being self employed, I highly recommend you avoid politics/religion as you will lose followers/income. ","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 101, 'end_offset': 109}]"
ID_1111624778970992640,"From M.C.s Tees & More, GREAT NEWS! We are partnering with Orphan Grain Train, Norfolk, NE Office, to offer caps and shirts for sale and raise funds for the Nebraska Flood Relief . Profit","[{'text': 'Norfolk', 'type': 'City/town', 'start_offset': 79, 'end_offset': 86}, {'text': 'NE', 'type': 'State', 'start_offset': 88, 'end_offset': 90}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 157, 'end_offset': 165}]"
ID_1110748123905826816,"Nebraska Farm Bureau established disaster relief fund, launched Agriculture Disaster Exchange portal connect farmers, ranchers, agricul communities  @SenateGOP @SenateDems @HouseDemocrats @HouseGOP @POTUS @VP @TheDemocrats @GOP @LPNational @GreenPartyUS","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 0, 'end_offset': 8}]"
ID_1111268335788933122,"LISTEN above for an interview with JC Schemper, President of the US Custom Harvesters, Inc. as they asses flood damage in central Nebraska. @tweets_USCHI #nebraskaflooding @HarvestReport @krvn @NEwheatie","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 130, 'end_offset': 138}]"
ID_1110372859698806784,RT @UNLCassCounty: Nebraska Extension offers resources to flood victims,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 19, 'end_offset': 27}]"
ID_1110264403876827137,RT @KeyElementsGrp: Act Now: Help Flood Victims in #Iowa and #Nebraska. #Causes #Flooding #Environment #Nonprofits,"[{'text': 'Iowa', 'type': 'State', 'start_offset': 52, 'end_offset': 56}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 62, 'end_offset': 70}]"
ID_1111472891265081349,"RT @thestephdavid: @TheTonyJustice @joannas11 Hay, hay, hay. Those folks in Nebraska really need these supplies to help with floods. Way to","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 76, 'end_offset': 84}]"
ID_1112184428716007424,"Catastrophic flooding impacting thousands of lives in Nebraska, after the water recedes farmers will continue to be devastatedBut a family in West Mi is helping & tonight theyre asking for your help before they make the trip. . . . Heres how to help:","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 54, 'end_offset': 62}]"
ID_1110269206522720257,"Unprecedented US flooding in the next months threatens 200 million people, says NOAA. To say folks arent quite getting the immediate, current risks of living in an ecologically destabilized world battered by climate chaos would be an understatement.",[]
ID_1110420279732461569,"The severe flooding in the American midwest is set to only be a prelude to unprecedented” levels of flooding across the US in the coming months that will imperil 200 million people, federal government scientists have warned.",[]
ID_1110965153334464514,So when you are sitting in a flood recovery donations center in Nebraska and conversation turns to how we all got connected.. the answer. @CherylBle #Catalyst,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 64, 'end_offset': 72}]"
ID_1110733112521031680,Nebraska is experiencing some of the worst flooding in history. Please call the @americanredcross at 844-278-8555 and make a donation to the #nebraskastrong Drive for Flood Relief. Thanks for helping our brothers and sisters in Nebraska!,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 0, 'end_offset': 8}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 228, 'end_offset': 236}]"
ID_1111276527851892738,Love our Chefs from World Central Kitchen for their amazing work feeding the flood victims and volunteers in #NebraskaFlood . Chef Elsa and Zomie. Ὁ5you for your tremendous work in Fremont .,[]
ID_1111313476226420736,Nebraska Schools ‘Stuff the Bus’ for Flood Victims,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 0, 'end_offset': 8}]"
ID_1113149386454736896,"Donations are coming in! Were up to $1,200 donated in just a few days. The Chambers Ag Committee would love nothing more than to ante up the entire $5,000 to match gifts to the Nebraska Cattlemens Disaster Relief Fund. Can you help our neighbors in need?","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 177, 'end_offset': 185}]"
ID_1111064905447280641,Dealing with the disaster that struck the nation’s midsection in March is going to take time. Damages in Nebraska and Iowa combined are expected to easily exceed $2.5 billion. Read more about the recovery efforts at .,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 105, 'end_offset': 113}, {'text': 'Iowa', 'type': 'State', 'start_offset': 118, 'end_offset': 122}]"
ID_1111227697617952768,With Nebraska flooding. Time to buy some dry foods and buckets to contain them. Food crisis with soaring prices. What if Nebraska floods again next year? #Preppers #preppertalk,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 5, 'end_offset': 13}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 121, 'end_offset': 129}]"
ID_1112599691382935553,There’s a convoy of farmers from NW Ohio headed to Nebraska with supplies to help out farmers who have lost so much in the devastating flooding. These farmers left their families and jobs to help out people halfway across the country. God bless them all!,"[{'text': 'Ohio', 'type': 'State', 'start_offset': 36, 'end_offset': 40}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 51, 'end_offset': 59}]"
ID_1112831508568526853,Nebraska storm damage more devastating than October 2013 blizzard,"[{'text': 'Nebraska', 'type': 'State', 'start_offset': 0, 'end_offset': 8}]"
ID_1113236411438764032,"Thanks to the support of Nebraska launch-week subscribers, $3,570 was raised for flood-relief efforts. The Athletic is increasing the pledge amount to $4,000 for the Red Cross. #NebraskaStrong","[{'text': 'Nebraska', 'type': 'State', 'start_offset': 25, 'end_offset': 33}]"
ID_1110505233250246657,"Dilly Dilly! Battling beer giants donate drinking water in Iowa, Nebraska","[{'text': 'Iowa', 'type': 'State', 'start_offset': 59, 'end_offset': 63}, {'text': 'Nebraska', 'type': 'State', 'start_offset': 65, 'end_offset': 73}]"
ID_1111004732246626304,Great engagement by the @femaregion7 and @NEMAtweets teams with affected Tribal leadership. We look forward to working with them to assist with recovery needs.,[]
